-0.632694, -0.645869, -0.200000
-0.444178, -0.643901, -0.100000
-0.305911, -0.640554, -0.050000
-0.176717, -0.637052, -0.050000
-0.058510, -0.640447, -0.050000
0.054215, -0.639430, -0.050000
0.177213, -0.645307, 0.000000
0.263010, -0.637721, 0.000000
0.384860, -0.640511, 0.000000
0.466159, -0.641293, 0.000000
0.584349, -0.643881, 0.050000
0.579066, -0.421183, 0.100000
0.442065, -0.401925, 0.000000
0.323901, -0.397137, 0.000000
0.169290, -0.376633, 0.000000
0.047461, -0.394529, 0.000000
-0.115647, -0.384413, 0.000000
-0.187831, -0.389730, 0.000000
-0.286762, -0.374096, 0.000000
-0.410814, -0.373936, -0.050000
-0.520566, -0.352069, -0.100000
-0.630889, -0.342179, -0.200000
-0.625776, -0.177327, -0.150000
-0.477362, -0.176246, -0.050000
-0.360909, -0.186877, -0.050000
-0.242593, -0.204241, 0.000000
-0.092551, -0.220512, 0.000000
0.030515, -0.225395, 0.000000
0.142495, -0.233277, 0.000000
0.268290, -0.233687, 0.000000
0.367020, -0.239914, 0.000000
0.459574, -0.224003, 0.050000
0.576000, -0.230984, 0.050000
0.578497, -0.107631, 0.050000
0.496371, -0.094870, 0.050000
0.384772, -0.098947, 0.000000
0.252713, -0.109747, 0.050000
0.155361, -0.118183, 0.000000
0.019979, -0.117163, 0.000000
-0.071601, -0.122254, 0.000000
-0.185585, -0.118731, 0.000000
-0.308151, -0.123844, 0.000000
-0.422052, -0.133144, -0.050000
-0.518778, -0.134957, -0.100000
-0.633742, -0.130980, -0.150000
-0.636128, 0.015471, -0.150000
-0.475738, 0.020310, -0.050000
-0.334607, 0.009772, -0.050000
-0.198287, 0.011402, 0.000000
-0.056735, -0.000940, 0.000000
0.133613, -0.018303, 0.000000
0.298916, -0.022009, 0.050000
0.382835, -0.033194, 0.050000
0.470412, -0.033142, 0.050000
0.585607, -0.048479, 0.050000
0.580752, 0.127508, 0.050000
0.443766, 0.132928, 0.050000
0.309663, 0.139195, 0.050000
0.145695, 0.141363, 0.000000
-0.013264, 0.135377, 0.000000
-0.180808, 0.143215, 0.000000
-0.344250, 0.138947, 0.000000
-0.503593, 0.156298, -0.050000
-0.632789, 0.171961, -0.150000
-0.625145, 0.348438, -0.150000
-0.483069, 0.351122, -0.050000
-0.296443, 0.358469, 0.000000
-0.175198, 0.364559, 0.000000
-0.066254, 0.371912, 0.000000
0.065099, 0.387364, 0.000000
0.166358, 0.376308, 0.000000
0.319872, 0.363833, 0.000000
0.423825, 0.346547, 0.000000
0.589132, 0.342164, 0.050000
0.595856, 0.470988, 0.000000
0.467539, 0.474605, 0.000000
0.307292, 0.502749, 0.000000
0.177502, 0.500652, 0.000000
0.043934, 0.516242, 0.000000
-0.101285, 0.510578, 0.000000
-0.273427, 0.511895, 0.000000
-0.431561, 0.525843, -0.050000
-0.510770, 0.525856, -0.050000
-0.629884, 0.526216, -0.100000
-0.635244, 0.623834, -0.100000
-0.418114, 0.618305, -0.050000
-0.236717, 0.619101, 0.000000
-0.110537, 0.622920, 0.000000
0.060375, 0.616547, 0.000000
0.221065, 0.610410, 0.000000
0.349433, 0.596281, 0.000000
0.463592, 0.592152, 0.000000
0.585844, 0.587871, 0.000000
0.591583, 0.593522, 150.000000
